Streaking,Unnaturalness,NoiseVisual,DGM Dissimilarity to GT,WMGM Dissimilarity to GT,CALC Dissimilarity to GT,VEINS Dissimilarity to GT,mean visual,rmse,rmse_detrend,rmse_detrend_Tissue,rmse_detrend_Blood,rmse_detrend_DGM,DeviationFromLinearSlope,CalcStreak,DeviationFromCalcMoment,DeviationFromLinearSlope (Log),SSIM,XSIM,HFEN,CC,MI,MAD,GXE,SSIM_detrend,XSIM_detrend,HFEN_detrend,MAD_detrend,GXE_detrend,Offset,Submission Identifier,Number of submission in Stage 2,Sim1,Sim2,Full name of the algorithm,Preferred Acronym,Algorithm-type,Does your algorithm incorporate information derived from magnitude images?,Regularization terms,Did your algorithm use the provided frequency map or the four individual echo phase images?,Publication-ready description of the reconstruction technique,Publications that describe the algorithm,Algorithm publicly available?,"If your algorithm is not yet publicly available, would you be willing to make it available at the end of the challenge?",Specific information about this solution,"Herewith, I permit the QSM Challenge committee  to publish my uploaded files (calculated maps) after the completion of the challenge."
1.1666666,0.33333334,1,0.16666669,0.6666666,0.3333333,0.16666669,0.8333333,51.53894,58.19299,71.85024,106.4645,30.40606,0.05262175,0.07357553,19.44671,0.047350217,0.960424603861042,0.67600269622654,39.967991,0.86403096,0.44068646,49.999077,104.13495,0.958903285992744,0.678396514336956,41.400051,49.420769,93.925079,-9.03E-11,gwSYpFV9ir,1,gwSYpFV9ir_Sim1_Step1.nii,gwSYpFV9ir_Sim2_Step1.nii,Structural Feature Based Collaborative Reconstruction (SFCR) combined with k-space division,SFCRk,Hybrid (multiple categories),Yes,L1,Individual echo phase images,"SFCR algorithm derives an interim QSM map to extract spatial a priori for spatial domain iterative reconstruction (Ref). SFCRk is a modified SFCR algorithm with only L1-norm-based regularization and an adaptive ADMM solver. The final SFCRk solution was obtained by combining the SFCR solution in the ill-conditioned k-space domain and the TKD solution in the well-conditioned domain, defined by ‖D‖ > δ, where D is the QSM dipole kernel and δ is a threshold.","Bao L, Li X, Cai C, Chen Z, van Zijl PC. Quantitative Susceptibility Mapping Using Structural Feature Based Collaborative Reconstruction (SFCR) in the Human Brain.IEEE Trans Med Imaging. 2016 Sep;35(9):2040-50. doi: 10.1109/TMI.2016.2544958.",http://godzilla.kennedykrieger.org/QSM/,Is already publicly available,"δ=0.18, λ_1=500, γ_1=1000, β=10, with echo averaging frequency",Yes (required)
1.1666666,1.6666666,1,0.5,0.6666666,0.5,0.6666666,1.2777778,70.54663,92.31299,110.3642,159.808,43.40063,0.1070015,0.06668761,29.74874,0.076935306,0.970827572082885,0.527113579942014,50.738327,0.7327708,0.37132007,67.507019,132.4632,0.965110890851985,0.51422017777994,53.106918,66.983551,113.39598,-6.22E-12,HjMvpRmBnO,1,HjMvpRmBnO_Sim1_Step1.nii,HjMvpRmBnO_Sim2_Step1.nii, large and small susceptibility values were reconstructed using two‐level TV regularization approach,STAR-QSM,Spatial-domain iterative reconstruction,No,"L1, Total-Variation",Frequency map,"Streaking artifacts reduction (STAR) via isolating and calculating strong susceptibility sources automatically, then large and small susceptibility values were reconstructed using two‐level TV regularization approach","Wei H, Dibb R, Zhou Y, Sun Y, Xu J, Wang N, Liu C. Streaking artifact reduction for quantitative susceptibility mapping of sources with large dynamic range. NMR Biomed 2015;28:1294–1303.",yes,Is already publicly available,,Yes (required)
3,1.8333334,2.1666667,0.5,0,1,0.3333333,2.3333333,69.40408,79.30265,92.62479,154.5566,41.98288,0.1041399,0.1750863,29.45185,0.14463115,0.948038051351963,0.577512287849446,52.035919,0.78398895,0.41384849,62.782333,162.6279,0.946417022700375,0.58320403227831,53.231487,58.798721,121.95587,-8.87E-11,HnOQS9oNNu,1,HnOQS9oNNu_Sim1_Step1.nii,HnOQS9oNNu_Sim2_Step1.nii,Fusion of susceptibility maps based on 1D-error metric on field maps,TUM,Hybrid (multiple categories),No,L2,Frequency map,The algorithm fuses susceptibility maps obtained from several non-iterative QSM algorithms with different hyper-parameter settings based on one-dimensional error metrics (Error Spectrum Plots) of field maps on conic surfaces in k-space.,"Diefenbach et al., ISMRM 2019 #322",https://github.com/maxdiefenbach/qsm_esp,Yes,"Hyperparameters for Sim1:
L2 = [5e-3, 1e-2, 5e-2, 1e-1, 3e-1];
TKD = [2e-1, 3e-1, 5e-1];
Tikhonov = [1e-1, 2e-1, 3e-1, 4e-1, 5e-1];
modified Tikhonov = [7.5e-2, 1e-1, 1.5e-1, 2e-1, 3e-1, 5e-1];

Hyperparameters for Sim2:
L2 = [5e-3, 1e-2, 5e-2, 1e-1, 3e-1];
TKD = [5e-2, 1e-1, 2e-1];
Tikhonov = [5e-2, 1e-1, 2e-1, 3e-1, 4e-1, 5e-1];
modified Tikhonov = [7.5e-2, 1e-1, 1.5e-1, 2e-1, 3e-1, 5e-1];",Yes (required)
1.1666666,0.6666667,1,0.16666669,0.6666666,0.16666669,0.16666669,0.9444444,47.46346,51.28809,60.59378,100.7703,27.25145,0.01159298,0.07082463,21.36335,0.053207245,0.971509035061444,0.731443018096968,35.840225,0.88953912,0.45716411,44.756142,97.064079,0.970645016399864,0.735510155754401,37.585117,43.792099,86.441193,-3.59E-11,hpJGTclwvb,1,hpJGTclwvb_Sim1_Step1.nii,hpJGTclwvb_Sim2_Step1.nii,Structural Feature Based Collaborative Reconstruction (SFCR) with early stopping,SFCRe,Spatial-domain iterative reconstruction,Yes,L1,Individual echo phase images,SFCR algorithm derives an interim QSM map to extract a priori for spatial domain iterative reconstruction (Ref). SFCRe is a modified SFCR algorithm with only L1-norm-based regularization and an adaptive ADMM solver. The SFCRe solution was obtained by early stopping in the S-step of the SFCR algorithm. ,"Bao L, Li X, Cai C, Chen Z, van Zijl PC. Quantitative Susceptibility Mapping Using Structural Feature Based Collaborative Reconstruction (SFCR) in the Human Brain.IEEE Trans Med Imaging. 2016 Sep;35(9):2040-50. doi: 10.1109/TMI.2016.2544958.",http://godzilla.kennedykrieger.org/QSM/,Yes,"δ=0.18, λ_1=500, γ_1=1000, β=10, iter_max_S=5, with echo averaging ",Yes (required)
2.3333333,2,1.6666666,1,0.5,1,0.8333333,2,89.50424,79.91687,96.9236,142.0772,47.45115,0.2033258,0.1418033,33.8693,0.25918648,0.910716802585905,0.468377159336519,72.341209,0.7809695,0.42544594,89.06086,170.95221,0.919198091687563,0.555381575006825,56.986927,61.576698,99.356026,-9.84E-18,j77XACIkgF,1,j77XACIkgF_Sim1_Step1.nii,j77XACIkgF_Sim2_Step2.nii,direct Tikhonov (using alternative field map),dirTik,Closed-form direct solution,No,L2,,"A field map was calculated from the multi-echo, complex images using non-linear field fitting [1] and Laplacian phase unwrapping [2]. Susceptibility mapping was performed using direct k-space inversion with Tikhonov regularisation (α = 0.05) [3,4]. Finally, the susceptibility map was scaled using the point-spread function of the Tikhonov kernel similarly to [2].","This implementation of the direct Tikhonov algorithm will be published and disseminated soon.
[1] Liu T, Wisnieff C, Lou M, ChenW, Spincemaille P,Wang Y. Nonlinear formulation of the magnetic field to source relationship for robust quantitative susceptibility mapping. Magnetic Resonance in Medicine 2013;69(2):467–476.
[2] Schweser F, Deistung A, Sommer K, Reichenbach JR. Toward online reconstruction of quantitative susceptibility maps: Superfast dipole inversion. Magnetic Resonance in Medicine 2013;69(6):1581–1593.
[3] Kressler B, de Rochefort L, Liu T, Spincemaille P, Jiang Q,Wang Y. Nonlinear regularization for per voxel estimation of magnetic susceptibility distributions from MRI field maps. IEEE Transactions on Medical Imaging 2010;29(2):273.
[4] Wang Y, Liu T. Quantitative susceptibility mapping (QSM): decoding MRI data for a tissue magnetic biomarker. Magnetic Resonance in Medicine 2015;73(1):82–101.
",,Yes,I used an alternative field map calculated using non-linear fitting and Laplacian phase unwrapping.,Yes (required)
0.5,0.6666667,0.33333334,0.5,0.16666669,0.3333333,0.8333333,0.5,45.53867,51.05058,57.8708,115.6276,26.0409,0.1007565,0.07771362,19.38453,0.010345843,0.942374027858561,0.726695637311177,45.465485,0.89037967,0.49271232,43.237717,73.496483,0.941858370757603,0.727075622151451,45.606438,43.0112,72.748825,-2.85E-11,j7WMw83s6D,1,j7WMw83s6D_Sim1_Step1.nii,j7WMw83s6D_Sim2_Step1.nii,FAst Nonlinear Susceptibility Inversion (FANSI) running with nonlinear Total Variation regularization (TGV). ,FANSInlTGV,Spatial-domain iterative reconstruction,Yes,vector of a gradient,Frequency map,"FAst Nonlinear Susceptibility Inversion (FANSI) method, which based on the variable splitting and alternating direction method of multipliers, in which the problem is split into simpler subproblems with closed-form solutions and a decoupled nonlinear inversion with a Newton-Raphson iterative procedure. We used a nonlinear total variation regularization (TGV) with magnitude weight, which is obtained for the vector of a gradient.   ",Fast nonlinear susceptibility inversion with variational regularization,https://onlinelibrary.wiley.com/doi/full/10.1002/mrm.27073,Yes,"Funtion: no lineal TGV

Weight: Magnitude with the vector of a gradient.

Phase: Frencuency x TE(4) x 2pi, 

Parameters optimization: Labmda/alpha1 = 4.4x10-4, y muh1 = 100*alpha1
					TGV, alpha0 = 2*alpha1 y mu0 = 2*mu1
Numbers of iterations: 50

Update: 1.0

Zero Padding: size [25 25 25]",Yes (required)
2.8333333,2.1666667,2.1666667,1,0.5,1,1,2.3888888,156.4864,100.2699,121.7455,135.7989,50.88918,0.9018106,0.09631388,16.25478,0.47104171,0.913764563827109,0.292848396288442,120.02888,0.70577115,0.38815993,154.89032,327.50806,0.933450727914622,0.487172471134052,53.546158,70.026169,112.9731,-5.18E-17,Jg4olcpuFP,1,Jg4olcpuFP_Sim1_Step1.nii.gz,Jg4olcpuFP_Sim2_Step1.nii.gz,QSMInvNet,QSMInvNet,Deep Learning,No,None or does not apply,Frequency map,"1. Use COSMOS dataset from 2016 QSM challenge and data argumentation techniques to generate training dataset.
2. Deep neural network to train the neural network",https://arxiv.org/abs/1904.05493,,Maybe,,Yes (required)
0.16666667,0.16666667,0.5,0.3333333,0.16666669,0.16666669,0.16666669,0.2777778,40.63965,42.65694,51.10497,76.30779,23.82154,0.01289392,0.03003429,11.29068,0.044583526,0.958905390750906,0.76297300198173,29.710293,0.91905934,0.48782021,39.919701,88.462822,0.958624785433528,0.768496610428947,30.915916,39.206665,80.203163,2.69E-10,JS7oM0Anob,0,JS7oM0Anob_Sim1_Step1.nii,JS7oM0Anob_Sim2_Step1.nii,TFI_autoP,TFI_autoP,Spatial-domain iterative reconstruction,Yes,L1,Frequency map,I modified from the Preconditioned total field inversion (TFI) method. ,Preconditioned total field inversion (TFI) method for quantitative susceptibility mapping ( https://doi.org/10.1002/mrm.26331),,Maybe,I modified Preconditioning in TFI,Yes (required)
1.3333334,0.8333333,1.1666666,0.3333333,0.16666669,0.5,0.8333333,1.1111112,53.92117,62.43988,74.98096,106.5098,31.96037,0.1526823,0.09080754,25.79355,0.040157087,0.924486979456959,0.639925140235818,43.3349,0.8477093,0.45942953,55.644398,89.390625,0.929647755343241,0.648101304891329,44.219414,54.095154,82.175346,-2.56E-10,jwgt5l4gbd,0,jwgt5l4gbd_Sim1_Step1.nii,jwgt5l4gbd_Sim2_Step1.nii,nonlinear dipole inversion,NDI,Spatial-domain iterative reconstruction,Yes,L2,Individual echo phase images,"NDI uses an exponential data fidelity term which utilizes a non-Gaussian noise model and magnitude weighting, and a simple steepest descent optimization algorithm which is easy to implement. While the nonlinear data fidelity and magnitude weighting act as inherent regularizers to help suppress streaking artifacts, NDI admits additional regularizers in the form of Tihknonov and gradient penalties.","VaNDI: Variational Nonlinear Dipole Inversion enables QSM without free parameters
D Polak et al, ISMRM'19, p319",https://bit.ly/2RHeiF0,Is already publicly available,"Mean of the individual echo phase normalized by echo times used as input. This is multiplied by the last TE=28 ms to switch to radians. L2-Gradient reg. with lambda=1E-4 and edge mask from RSoS magnitude image thresholded at 15%. Nonlinear CG optimizer, 10 inner, 5 outer loops. ",Yes (required)
0.6666667,0.8333333,0.5,1,1,0.3333333,0.8333333,0.6666667,68.50136,91.21114,113.3279,175.7616,38.60972,0.1894289,0.1246282,42.77789,0.068507954,0.923167616938799,0.495963123982252,58.395649,0.7227692,0.41220859,70.199928,74.436386,0.925370186363461,0.50853365595783,57.305336,69.154488,74.979454,-2.26E-10,KHc0ZSDnRR,0,KHc0ZSDnRR_Sim1_Step1.nii,KHc0ZSDnRR_Sim2_Step1.nii,Contrast Augmented Dual-frame QSMNet,CAD QSMNet,Deep Learning,No,None or does not apply,Individual echo phase images,"An architecture similar to the dual-frame U-net [1] was implemented and trained for reconstruction. Training input data was acquired from 7 healthy subjects and labeled with COSMOS as in [2]. We doubled the dataset by adding chi maps multiplied by 3, whose corresponding local field maps were generated by dipole convolution. Four simulated calcification regions were also added to the augmented map. We used L1 loss and optimized the network with Adam for 19 epochs.","[1] Lee, Dongwook, et al. ""Deep residual learning for accelerated MRI using magnitude and phase networks."" IEEE Transactions on Biomedical Engineering 65.9 (2018): 1985-1995.

[2] Yoon, Jaeyeon, et al. ""Quantitative susceptibility mapping using deep neural network: QSMnet."" NeuroImage 179 (2018): 199-206.",No,Yes,"Adam optimizer: lr=5e-3, beta1=0.9, beta2=0.999, eps=1e-8
Batch size: 12",Yes (required)
1.1666666,1.6666666,0,0.16666669,0,0.6666666,0.8333333,0.9444444,63.62351,77.52136,103.9043,121.3701,32.58987,0.0774346,0.03891908,15.16825,0.086639948,0.97314610765497,0.516534511780046,42.469746,0.75259578,0.34913266,75.531067,92.38842,0.969400063641617,0.525295258807433,42.284752,71.07988,80.599716,-3.84E-10,LGIHWjPyfo,0,LGIHWjPyfo_Sim1_Step1.nii,LGIHWjPyfo_Sim2_Step1.nii,DeepQSM,MBLDeepQSM,Deep Learning,No,None or does not apply,Individual echo phase images,Identical to OGggRA8FeM.,Identical to OGggRA8FeM.,,Maybe,Identical to OGggRA8FeM but trained with gaussian noise added to the frequency map.,Yes (required)
2.1666667,1.3333334,1.3333334,0.3333333,0.6666666,1,1,1.6111112,64.44715,77.19862,92.07333,148.0349,38.23291,0.09132086,0.1138709,29.95794,0.09872181,0.968077263706574,0.596909774641833,48.238762,0.79130399,0.40478209,59.082047,140.4855,0.963183026625316,0.586247314547426,51.209602,58.420067,115.59116,-2.28E-15,LRv1zbfVD6,0,LRv1zbfVD6_Sim1_Step1.nii,LRv1zbfVD6_Sim2_Step1.nii,Streaking artifacts reduction for QSM,STAR-QSM,Spatial-domain iterative reconstruction,No,"L1, Total-Variation",Frequency map,"Streaking artifacts reduction (STAR) via isolating and calculating strong susceptibility sources automatically, then large and small susceptibility values were reconstructed using two‐level TV regularization approach","Streaking artifacts reduction (STAR) via isolating and calculating strong susceptibility sources automatically, then large and small susceptibility values were reconstructed using two‐level TV regularization approach",STISuite,Is already publicly available,,Yes (required)
1.6666666,0.6666667,1.1666666,1,1,1,0.3333333,1.1666666,58.93294,70.86211,85.40074,128.1278,34.14508,0.3190622,0.07903913,28.37553,0.051177125,0.968605145618225,0.598539299141052,49.480225,0.8160367,0.38531178,58.040451,103.12776,0.968745166658823,0.620561551023558,45.90403,55.01746,110.95696,-1.57E-10,MEWK7yM591,0,MEWK7yM591_Sim1_Step1.nii,MEWK7yM591_Sim2_Step1.nii,Structural Feature Based Collaborative Reconstruction (SFCR) combined with k-space division,SFCRk,Hybrid (multiple categories),Yes,L1,Individual echo phase images,"SFCR algorithm derives an interim QSM map to extract spatial a priori for spatial domain iterative reconstruction (Ref). SFCRk is a modified SFCR algorithm with only L1-norm-based regularization and an adaptive ADMM solver. The final SFCRk solution was obtained by combining the SFCR solution in the ill-conditioned k-space domain and the TKD solution in the well-conditioned domain, defined by ‖D‖ > δ, where D is the QSM dipole kernel and δ is a threshold.","Bao L, Li X, Cai C, Chen Z, van Zijl PC. Quantitative Susceptibility Mapping Using Structural Feature Based Collaborative Reconstruction (SFCR) in the Human Brain.IEEE Trans Med Imaging. 2016 Sep;35(9):2040-50. doi: 10.1109/TMI.2016.2544958.",http://godzilla.kennedykrieger.org/QSM/,Is already publicly available,"δ=0.18, λ_1=500, γ_1=1000, β=10, with nonlinearly fitted frequency",Yes (required)
2.3333333,1.1666666,0.33333334,0.3333333,0.16666669,1,0.16666669,1.2777778,40.54289,44.08843,54.67752,84.2352,21.92477,0.005087197,0.06226609,23.31354,0.018609917,0.96903244003982,0.739952852421253,33.026741,0.91034961,0.45088524,41.285679,69.821121,0.96778391043797,0.739070636612291,33.656361,41.153835,67.82663,1.13E-10,mojcYZ0HAA,1,mojcYZ0HAA_Sim1_Step1.nii.gz,mojcYZ0HAA_Sim2_Step1.nii.gz,Weak Harmonics QSM,WH-QSM,Spatial-domain iterative reconstruction,Yes,"Total-Variation, L2 norm of Laplacian of harmonic phase",Individual echo phase images,"Background remnants and phase errors near the bounday corrupt QSM reconstructions. By adding an harmonic phase term in the data fidelity term, and a new regularizer by a weak-harmonic penalty we solve an extended functional that decouples these contributions from local magnetization sources.","Carlos Milovic, Berkin Bilgic, Bo Zhao, Christian Langkammer, Cristian Tejos and Julio Acosta-Cabronero. Weak-harmonic regularization for quantitative susceptibility mapping (WH-QSM); Magn Reson Med, 2018;00:1–13. doi: 10.1002/mrm.27483",https://gitlab.com/cmilovic/FANSI-toolbox,Is already publicly available,"All images were zero-padded to 256x256x256.
Phases unwrapped with spatial filter (unwrapPhase - MEDI Toolbox)

Weighted mean of phases, with weights = Magn x TE

params.input = mean phase x 4ms
params.weight = dilated mask (2vx) x magn first echo ([0,1] range)
params.maxOuterIter = 2500   
params.tol_update = 0.01
params.alpha1 = 3.26e-4
params.mu1 = 100*alpha1
parmas.beta = 500
params.muh = 10",Yes (required)
2.1666667,2,1.8333334,0.6666666,0.8333333,1,0.5,2,77.00696,101.6875,147.5617,160.6284,46.51839,0.03014714,0.1302466,38.45804,0.14412539,0.952115124641277,0.22445853721257,58.042889,0.554865,0.37251323,125.03467,125.11403,0.934147720672612,0.272109417356767,59.874413,101.80016,98.367058,7.44E-10,Mx2TDToh2i,1,Mx2TDToh2i_Sim1_Step1.nii,Mx2TDToh2i_Sim2_Step1.nii,DeepQSMgan,DeepQSMgan,Deep Learning,No,None or does not apply,Frequency map,"The neural network DeepQSMgan is based on 3D Pix2Pix and was trained using 98000 64x64x64 synthetic examples in about 1500000 steps with 1 example per step. The synthetic 3D data contained basic geometric shapes (cubes and spheres) and served as label data. Every shape was assigned a susceptibility value drawn from a uniform distribution with -0.2 minimum and 0.2 maximum. The shapes were randomly added to the image, which was then convolved with the dipole kernel.",Planned,,Yes,,Yes (required)
2,2,0.16666667,1,1,0.5,0.6666666,1.3888888,72.54233,96.49918,118.1714,146.9429,87.02789,0.3519942,0.08593752,40.45864,0.11146915,0.908581954327645,0.427808475501356,79.150986,0.72036922,0.39719474,73.082703,84.462654,0.906937203621661,0.422029943674469,75.948601,69.18541,79.265778,3.43E-10,NF3tlGX8ED,1,NF3tlGX8ED_Sim1_Step1.nii.gz,NF3tlGX8ED_Sim2_Step1.nii.gz,deepQSM+,deepQSM+,Deep Learning,No,deep learning,Individual echo phase images,The algorithm is one part of the network presented in [1]. We used a u-shaped architecture to learn to invert the  dipole convolution based on synthetic data.,"[1] Heber, S., Tinauer, C., Bollmann, S., Ropele, S., Langkammer, C.: Deep quantitative susceptibility mapping by combined background field removal and dipole inversion. In: for Magnetic Resonance in Medicine, I.S. (ed.) Proceedings of the 27th Annual Meeting of the ISMRM (2019)",,Maybe,l1-loss,Yes (required)
1,1.5,0.6666667,1,1,0.6666666,0.8333333,1.0555556,75.01469,112.2117,139.1312,251.4982,57.54237,0.2810632,0.1427763,42.548,0.025765834,0.899782780184405,0.520186946303845,55.582375,0.73791957,0.41230509,68.823227,77.576828,0.92491709901507,0.522280163597814,55.461723,68.440475,78.241638,4.84E-10,nhoEf6Qi7f,0,nhoEf6Qi7f_Sim1_Step1.nii,nhoEf6Qi7f_Sim2_Step1.nii,Quantitative susceptibility mapping using deep neural network,QSMnet,Deep Learning,Yes,None or does not apply,Individual echo phase images,"Training data : 5 healthy control data with 5 different head orientation,
5 additional head orientation was augmented by dipole convolution and rotation.
Patch size : 64 x 64 x 64
Phase process of training data : BET, Laplacian unwrapping, V-SHARP background removal
Network structure : 3D U-net, input - local field, output - cosmos map
Loss function : L1 loss + model loss + gradient loss",Publication paper in Neuroimage: https://www.sciencedirect.com/science/article/pii/S1053811918305378,,Yes,"3D U-net structure: batch size = 12, training epochs = 25, initial learning rate = 0.001, decaying steps: 400",Yes (required)
2,2.3333333,0.5,1,0.5,1,0.8333333,1.6111112,91.48986,97.25135,123.6738,136.2346,51.34372,0.773801,0.2184278,44.93754,0.25769848,0.951944433629221,0.435514552038508,78.693665,0.71671885,0.37831223,88.809967,146.9686,0.950406639272741,0.483211643120876,57.821564,71.356071,87.265892,-3.77E-15,nuJzsVXoAb,0,nuJzsVXoAb_Sim1_Step1.nii,nuJzsVXoAb_Sim2_Step1.nii,ResQUnet,ResQUnet,Deep Learning,No,L2,Frequency map,"Our reconstruction algorithm is basically based on Deep-Learning.
We have two models, both are made from U-Net Structures, but one uses ResNet structure in encoder. Our U-Net is constituted of four layers. We used randomsize, randomcrop to train the network.","Deep Residual Learning for Image Recognition, K He et al.
U-Net: Convolutional Networks for Biomedical Image Segmentation, Olaf Ronneberger et al.",,Maybe,,Yes (required)
1.1666666,1.3333334,0.16666667,0.5,1,0.5,0.8333333,0.8888889,65.33528,85.37875,106.8413,174.6098,34.72447,0.07590845,0.1643676,44.78743,0.035535101,0.927200249795044,0.530749515660889,55.102642,0.75918299,0.42220187,66.389114,73.06987,0.926661547751204,0.536448253567738,54.853596,65.68483,73.240326,-1.92E-10,nxEaOyG7or,1,nxEaOyG7or_Sim1_Step1.nii,nxEaOyG7or_Sim2_Step1.nii,Contrast Augmented Dual-frame QSMNet,CAD QSMNet,Deep Learning,No,None or does not apply,Individual echo phase images,"An architecture similar to the dual-frame U-net [1] was implemented and trained for reconstruction. Training input data was acquired from 7 healthy subjects and labeled with COSMOS as in [2]. We doubled the dataset by adding chi maps multiplied by 2, whose corresponding local field maps were generated by dipole convolution. We used L1 loss and optimized the network with Adam for 25 epochs. It took around 90 minutes to train one epoch on one NVIDIA GTX1080ti GPU.","[1] Lee, Dongwook, et al. ""Deep residual learning for accelerated MRI using magnitude and phase networks."" IEEE Transactions on Biomedical Engineering 65.9 (2018): 1985-1995.

[2] Yoon, Jaeyeon, et al. ""Quantitative susceptibility mapping using deep neural network: QSMnet."" NeuroImage 179 (2018): 199-206.",No,Yes,"Adam optimizer: lr=1e-2, beta1=0.9, beta2=0.999, eps=1e-8
Batch size: 12",Yes (required)
1.1666666,1.3333334,1.8333334,0,0,0.5,0.8333333,1.4444444,71.32729,83.21828,109.2256,133.5781,38.54864,0.06608692,0.04377641,13.49499,0.14392182,0.971986740099295,0.47726909661286,46.315376,0.73885274,0.36075008,81.526215,145.51401,0.968145026179253,0.510733535494803,46.97023,71.429169,107.79122,-2.86E-10,OGggRA8FeM,1,OGggRA8FeM_Sim1_Step1.nii,OGggRA8FeM_Sim2_Step1.nii,DeepQSM,MBLDeepQSM,Deep Learning,No,None or does not apply,Individual echo phase images,"We reimplemented DeepQSM (Bollmann, NeuroImage 2019) and used synthetic, entirely non-anatomical data for the training of the network weights. We generated N=2000 source distributions of χ by randomly placing boxes, ellipsoid shells, and lines in a 96×96×96 volume (Jochmann, ISMRM 2019) and obtained the field perturbation via Fast Forward Field Computation (Marques and Bowtell, Concept MRM B 2005). The frequency maps were calculated from the provided maps of the four echoes.","Bollmann, S., Rasmussen, K.G.B., Kristensen, M., Blendal, R.G., Østergaard, L.R., Plocharski, M., O’Brien, K., Langkammer, C., Janke, A., Barth, M., 2019. DeepQSM - using deep learning to solve the dipole inversion for quantitative susceptibility mapping. NeuroImage 195, 373–383. https://doi.org/10.1016/j.neuroimage.2019.03.060

Jochmann, T., Haueisen, J., Zivadinov, R., Schweser, F., 2019. U2-Net for DEEPOLE QUASAR–A Physics-Informed Deep Convolutional Neural Network that Disentangles MRI Phase Contrast Mechanisms.",,Maybe,"U-Net with 32 Kernels in the first layer. Noise-free training data. Data augmentation with random rescaling, x-y-z flipping and rotation around z. ",Yes (required)
0.6666667,1.3333334,0.16666667,0.8333333,1,0.5,0.6666666,0.7222222,56.17643,65.96837,84.84959,111.4357,37.73826,0.06063443,0.08374003,28.68854,0.057252802,0.924534739258827,0.541112143361483,52.200043,0.83449322,0.42862839,57.591194,72.639458,0.930704980335845,0.567455995240455,49.784279,56.040112,71.72496,-1.44E-10,oWu6pqcQO8,0,oWu6pqcQO8_Sim1_Step1.nii,oWu6pqcQO8_Sim2_Step1.nii,N/A,N/A,Deep Learning,No,None or does not apply,Both,"These submissions are computed using variational networks [1,2]. All networks were trained using an L1 loss function, with ADAMW used for optimization with step size and weight decay parameters of 3e-4 and 1e-5 respectively. 179 high-resolution 3D images were used for training and 40 images for testing [3]. Initial susceptibility maps were computed using an LSMR solver using either 1) 5 iterations early exiting when computed without magnitude 2) 1e-3 stopping tolerance and mean of magnitude as damping parameter when using magnitude. Susceptibility maps were computed for each echo as well as the frequency map. The final result was the mean of these maps.","[1] Kobler E, Klatzer T, Hammernik K, Pock T. Variational networks: connecting variational methods and deep learning. InGerman conference on pattern recognition 2017 Sep 13 (pp. 281-293). Springer, Cham. [2] Hammernik K, Klatzer T, Kobler E, Recht MP, Sodickson DK, Pock T, Knoll F. Learning a variational network for reconstruction of accelerated MRI data. Magnetic resonance in medicine. 2018 Jun;79(6):3055-71. [3] Abstract 035: Proximal variational networks: generalizable deep networks for solving the dipole-inversion problem",,Yes,Proximal variational network proposed in [3]. One learned regularizer on the susceptibility map and a learned proximal operator.,Yes (required)
2.1666667,1.5,1.3333334,0.3333333,0.6666666,1,0.8333333,1.6666666,68.01368,78.71254,92.78696,152.4991,39.3796,0.03845009,0.1208557,21.47019,0.12937635,0.969345727125108,0.570809661655068,52.097122,0.78509003,0.38258895,60.166916,146.92084,0.964641690568143,0.57043352029914,54.462132,58.168991,113.35416,-6.81E-11,PkavvHRRmm,0,PkavvHRRmm_Sim1_Step1.nii,PkavvHRRmm_Sim2_Step1.nii,TV-Inpaint,TVI,Fourier-domain iterative reconstruction,No,Total-Variation,Frequency map,The k-space is split into domains of unreliable and reliable information by thresholding the dipole kernel. The solution is initialized by TKD. The unreliable domain is then modified using an iterative technique. This minimizes a cost function of the total-variation of the image formed by combining the domains and performing an inverse Fourier transform.,More testing is required before deciding if it is publication worthy.,,Maybe,The threshold is set to 0.19 and the maximum number of iterations is set to 25.,Yes (required)
